index:ID,name,code,status,:LABEL,业绩变动,预计净利润(元),业绩变动幅度,业绩变动原因,预告类型,上年同期净利润(元),公告日期
202336,九洲药业,603456,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润亏损250,000万元-300,000万元,同比减少1312.48%-1554.97%。	","-30.00亿～-25.00亿	","-1554.97%	～-1312.48%		","(一)根据最高人民法院《民事判决书》(2017)最高法民终915号:判决公司持有金鼎锌业60%股权无效;判决公司扣除已经支付的增资款496,342,200元后,向金鼎锌业返还2003年至2012年获得的利润1,074,102,155.40元。公司根据《企业会计准则》规定,将该判决结果确定的相关损失计入2018年度当期损益。天健会计师事务所(特殊普通合伙)出具《关于四川宏达股份有限公司针对原控股子公司股权纠纷案终审判决会计处理的专项说明》天健审〔2019〕3-5号认为:基于截至本专项说明出具之日已了解的信息以及与公司管理层进行的沟通,我们认为公司上述会计处理并未违反《企业会计准则》及证监会相关文件的规定。但由于我们的审计工作尚在进行中,对上述事项的意见以我们最终出具的公司2018年度财务报表审计报告为准。该判决结果对母公司报表净利润的影响为:(1)公司持有金鼎锌业60%股权无效,公司投资成本损失约143,154.00万元;(2)公司向金鼎锌业返还2003年至2012年获得的利润,扣除已经支付的增资款49,634.22万元后损失107,410.22万元。该判决结果对公司合并报表归属于上市公司股东的净利润的影响:(1)金鼎锌业公司不再纳入合并范围,按原持股比例计算应享有原子公司自购买日开始持续计算的净资产份额损失约123,265.11万元;(2)公司向金鼎锌业返还2003年至2012年获得的利润,扣除已经支付的增资款49,634.22万元后损失107,410.22万元。(二)从2018年起,金鼎锌业财务报表不再纳入公司合并财务报表范围。其中,2018年1-9月公司合并报表已确认的对金鼎锌业投资收益金额13,610.85万元,在2018年年报中不能再确认为投资收益,2017年度公司确认金鼎锌业投资收益金额为23,655.46万元。(三)公司持有四川信托有限公司(以下简称“四川信托”)22.1605%股权,根据四川信托未经审计的财务数据,公司按照权益法核算预计对四川信托确认投资收益约1.6亿元,上年同期公司按照权益法核算对四川信托确认投资收益2.06亿元,比上年同期减少约4600万元。(四)公司控股子公司云南剑川益云有限公司(以下简称“剑川益云”)为金鼎锌业固废渣处理配套,其主要原料来源于金鼎锌业的固废渣。最高人民法院《民事判决书》(2017)最高法民终915号,判决公司持有金鼎锌业60%股权无效,剑川益云后续生产原料能否得到保障具有很大的不确定性,报告期末,对剑川益云计提了资产减值损失约5900万元。(五)公司因技术改造升级和产品结构调整,对环保不达标和需淘汰的落后产能装置计提资产减值损失约4200万元。(六)2018年受美元指数走强、中美贸易争端影响,市场的宏观环境发生较大变化,锌产品市场价格震荡下跌,原料采购成本较高,公司有色金属行业产品盈利能力大幅下降。同时由于锌产品市场价格下跌,报告期末,公司计提存货减值损失约3,300万元。","首亏	","2.06亿	","2019-01-31	"
202337,金 螳 螂,2081,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:23,000万元至28,000万元,同比上年增长:52.63%至85.81%。	","2.30亿～2.80亿	","52.63%	～85.81%		","1、公司收到如皋市双马化工有限公司2018年度业绩承诺补偿款108,449,251.19元,确认投资收益,扣企业所得税后92,181,863.51元。2、公司表面活性剂业务趋于稳定,产销规模稳定增长,毛利水平有所提升。","预增	","1.51亿	","2019-10-15	"
202338,珠江实业,600684,normal,企业,"预计2015年1-12月归属于上市公司股东的净利润较上年同期增长50%-60%	","13.26亿～14.15亿	","50%	～60%		","1、受益于国际原油价格处于相对低位,境内外商务以及旅游活动增长,航空市场整体需求相较于去年同期有所上升。2、公司坚持国际化战略,提高在日本、韩国和东南亚地区航空运输市场的渗透率,带动国际及地区航线整体业绩上升。3、公司持续加强辅助业务产品创新和开发力度,辅助业务收入持续保持增长。","预增	","8.84亿	","2016-01-27	"
202339,韶钢松山,717,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利7,508.53万元-11,262.79万元,同比上年下降10%-40%	","7509万～1.13亿	","-40%	～-10%		","1、费用同比增加。由于公司业务发展,本期费用同比有较大幅度增长,其中主要是职工薪酬增长较大;同时,公司加大了研发投入,导致研发费用增加。2、资产减值损失增加。针对收款风险较大的应收账款和其他应收款,公司出于谨慎性考虑,本年度预计计提资产减值损失增加。","略减	","1.25亿	","2019-01-31	"
202340,中科新材,2290,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:11,200万元-18,500万元,同比变动-33.01%至10.65%	","1.12亿～1.85亿	","-33.01%	～10.65%		","根据目前经济形势和公司整体经营情况,预计2018年1-12月归属于上市公司股东的净利润,在11,200万元至18,500万元之间,与上年同期相比的变动幅度为-33.01%至10.65%。","续盈	","1.67亿	","2018-10-24	"
202341,富临运业,2357,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利8100万元。	","8100万	","164.92%		","本期公司广告业务扭亏为盈,营业收入大幅提升,对公司整体利润的增长做出较大贡献;同时,公司旅游业务保持平稳发展,营业收入及利润稳步增长。上述原因致使归属于上市公司股东的净利润大幅增长。","扭亏	","-1.25亿	","2018-01-31	"
202342,三六零,601360,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:5,669.16万元至5,919.16万元,同比上年下降:26.91%至30%。	","5669万～5919万	","-30%	～-26.91%		","报告期,受原材料价格同比下降导致产品销售价格下降,以及宏观经济、中美贸易战等因素的影响,销售收入有所下降,导致经营业绩同比下降。","略减	","8098万	","2019-10-15	"
202343,电魂网络,603258,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:5,521.70万元-7,470.54万元,比上年同期变动:-15%至15%。	","5522万～7471万	","-15%	～15%		",公司业务相对平稳。,"续盈	","6496万	","2018-10-30	"
202344,亿通科技,300211,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润亏损:23,000万元-29,000万元。	","-2.90亿～-2.30亿	","-229.36%	～-202.6%		","归属于上市公司股东净利润大幅下滑,主要原因:1)、公司2016年收购深圳市英威腾电源有限公司少数股权(以下简称标的公司),三年业绩承诺期内,标的公司累计实际净利润大幅超出业绩承诺目标值,根据原协议约定,公司需向原股权转让方支付9,282万元的作价调整差额款项,该或有对价的后续公允价值变动计入当期损益,影响报告期税前利润9,282万元;2)、处置呆滞存货、商誉减值,投资减值,应收款项减值,金额预计共40,000万元。","首亏	","2.24亿	","2019-10-25	"
202345,通达股份,2560,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:18,000万元至20,500万元,同比上年增长:82.54%至107.89%。	","1.80亿～2.05亿	","82.54%	～107.89%		","预计公司2019年前三季度归属于上市公司股东的净利润较上年同期上升,主要系公司高新技术产业业绩增长、房地产项目利润结转以及公司证券投资市值上升所致。","预增	","9861万	","2019-10-08	"
202346,中国中期,996,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:800万元至1,200万元。	","-1200万～-800万	","-363%	～-208.67%		","本报告期比上年同期预计亏损增加,主要原因是公司投资的广州火舞软件开发股份有限公司产生的投资亏损;另外,公司重组事项正在推进中,报告期内产生中介费用较上年同期增加较大。","增亏	","-259万	","2019-10-15	"
202347,航天动力,600343,normal,企业,"预计2013年1-12月归属于上市公司股东的净利润同比上年增长:0%-30%	","21.56亿～28.03亿	","0%	～30%		","1、供应链业务营业规模持续增长,财务费用率显著下降,使得盈利较上年有一定幅度增长;2、房地产开发业务规模较上年有所增长,该业务板块净利润较上年有一定幅度增长","略增	","21.56亿	","2014-01-15	"
202348,安硕信息,300380,normal,企业,"预计2015年1-3月归属于上市公司股东的净利润:2500万元-3000万元	","2500万～3000万	","154.72%	～205.67%		",-,"预增	","981万	","2015-04-03	"
202349,盛讯达,300518,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:1,500万元-5,000万元,比上年同期下降:30.06%-79.02%	","1500万～5000万	","-79.02%	～-30.06%		","1、公司增加了研发以及技改力度,加大核心技术研究投入,以致研发费用同比增加;2、由于原材料价格上涨及汇率波动的影响,对净利润产生较大的影响;3、受行业下行及逾期应收账款坏账计提准备等影响,预计子公司宝盛自动化业绩与预期有较大差距,作商誉减值计提准备。","预减	","7149万	","2018-10-24	"
202350,同和药业,300636,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:7,575.67万元-8,953.07万元,同比增长10%-30%	","7576万～8953万	","10%	～30%		","公司线上业务预计将保持高速增长,线下业务随着渠道转型工作的推进预计将保持稳定增长。","略增	","6887万	","2018-10-23	"
202351,中原证券,601375,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:3,800万元至3,900万元,同比上年增长:47.84%至51.73%。	","3800万～3900万	","47.84%	～51.73%		","1、报告期内,公司抓住乌灵胶囊等产品进入基药目录的机会,加大市场开发投入,加快在基层医疗机构的市场覆盖,乌灵系列、百令系列销售收入有所增长,中药饮片系列产品销售收入有所下降;2、报告期内,公司收回了德清医院部分投资款及利息费用共计4,300万元,增加了当期利息收入310.95万元;3、报告期内,非经常性损益对公司净利润的影响金额约为439.43万元。","预增	","2570万	","2019-10-14	"
202352,瑞普生物,300119,normal,企业,"预计2016年1-12月归属于上市公司股东的净利润盈利:5,938.12万元至6,503.00万元,相比上年的变动幅度将在-13.80%至-5.60%之间	","5938万～6503万	","-13.8%	～-5.6%		",-,"略减	","6889万	","2016-06-21	"
202353,金陵饭店,601007,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:41,800万元-46,300万元,比上年同期增长:50%-66%	","4.18亿～4.63亿	","50%	～66%		","本报告期业绩预计数与上年同期调整后数同向大幅增长的原因:公司原有业务利润保持平稳增长,重组后公司整体盈利水平得到提高,营业利润大幅增长,公司2018年业绩较2017年大幅上升。","预增	","2.79亿	","2019-01-30	"
202354,人民同泰,600829,normal,企业,"预计2017年1-9月归属于上市公司股东的净利润盈利50,278.86万元至57,461.56万元,比上年同期增长:40%-60%	","5.03亿～5.75亿	","40%	～60%		",业绩变动系本公司支付运营及增值业务、信息识别技术及电子支付业务、房地产业务增加所致。,"预增	","3.59亿	","2017-10-13	"
202355,蓝盾股份,300297,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:260,000万元至310,000万元,同比上年增长:8%至29%。	","26.00亿～31.00亿	","8%	～29%		","(一)随着水泥行业供给侧结构性改革的深入推进以及核心区域市场需求改善的积极影响,市场秩序持续好转,本年水泥量价齐升;公司继续加强管理,运行质量持续提升,经济效益明显改善;水泥熟料销量、价格较去年同期均有提升,因此水泥企业利润同比有所增加,实现了较好的业绩和发展态势。(二)非经常性损益同比增加的主要原因是投资性房地产的公允价值变动损益同比增加。","略增	","24.10亿	","2019-07-13	"
202356,宜华健康,150,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利:75,058.19万元-85,781.19万元,同比增长40%至60%。	","7.51亿～8.58亿	","40%	～60%		","(1)母公司片仔癀药业公司产品销售增长带动利润的增长。(2)公司非经常性损益同比增长133.41%,主要系公司处置福建太尔科技股份有限公司股票,对公司当期损益影响约为2,132万元。","预增	","5.36亿	","2018-01-10	"
202357, ST龙力,2604,ST,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:2,600万元至3,600万元,同比上年下降:50.01%至63.9%。	","2600万～3600万	","-63.9%	～-50.01%		","1、公司不断加强技术研发,进一步优化客户群结构,开拓大品牌客户,增加新项目,销售收入较去年同期大幅增长;2、公司在赣州二期建立了先进的高端设备产线,以提升公司制程能力,进一步加大高端产品占比,并实现产品的全自动化生产,力争打造高端TFT工厂领先制造平台;因建立初期产能效率未完全释放,短期内会增加产品单位成本,导致公司整体毛利率有所降低;3、公司战略布局扩展产业链,投资设立了南昌摄像头模组工厂。因工厂建立初期产能效率未完全释放,产品单位成本较高;公司报告期5-6月销售收入已逐渐在大幅增长,产品毛利也同步扭亏为盈;公司订单量还在持续稳健增长,为后续的经营增长提供了良好的保障;4、报告期内同比产生了较高的财务费用,造成财务费用较去年同期大幅增加;5、报告期内受中美贸易影响,公司部分核心客户的订单暂停,对公司经营业绩产生了较大的影响。目前暂停订单已经逐渐恢复。","预减	","7201万	","2019-07-15	"
202358,洪涛股份,2325,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润亏损:4,116万元-5,763万元。	","-5763万～-4116万	","-387.33%	～-305.22%		","(一)国内证券市场持续低迷使报告期内公司证券投资出现较大持有损失。(二)受互联网金融借贷平台行业环境发生的重大变化影响,公司对期末应收服务费及债转资金进行减值测试后计提了大额坏账准备。","首亏	","2006万	","2019-01-31	"
202359,国际实业,159,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润与上年同期相比,将增加30%-40%	","5553万～5980万	","30%	～40%		","(一)主营业务影响:
1、自动化系统集成业务收入相比去年同期,占比增加,毛利率较高;
2、货架业务原材料波动幅度减小,产品毛利率上升。
(二)非经营性损益的影响:影响较小。
(三)会计处理的影响:无影响。","略增	","4271万	","2018-06-21	"
202360,金龙汽车,600686,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:16,377.2万元至19,354.87万元,同比上年下降:35%至45%。	","1.64亿～1.94亿	","-45%	～-35%		","1、随着医药卫生体制改革的不断深化,医药行业处于产业升级变革调整期,受医保目录调整、市场行情波动及市场需求变化等因素的影响,下游成品药制剂客户需求发生变化,公司根据下游客户需求变化调整销售结构,报告期内,公司药用稳定剂、药用溶剂等部分药用辅料产品销售收入较去年同期出现下滑,淀粉及淀粉囊系列产品毛利额较去年同期出现下滑。2、预计本报告期非经常性损益对净利润的贡献金额约为761万元左右,较去年同期减少1,541万元,主要系证券虚假陈述责任纠纷案预计负债致营业外支出增加。","略减	","2.98亿	","2019-10-11	"
202361,丰华股份,600615,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润发生重大增长。	","-	","-	","2019年前三个季度,得益于屏下光学指纹大规模商用及其高毛利水平带来的贡献,公司累计利润水平与上年同期相比显著增长,前三季度累计净利润1,712,310,161.99元,同比增长437.22%。预计年初至下一报告期期末的累计净利润与上年同期相比发生重大增长的可能性依然存在。","预增	","7.42亿	","2019-10-25	"
202362,厦门国贸,600755,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:72,205.99万元-88,251.76万元,比上年同期增长:74.42%-113.18%。	","7.22亿～8.83亿	","74.42%	～113.18%		",主营业务的增长、公司对成都东方弘泰科技文化投资中心(有限合伙)的收益以及2017年收购北京拇指玩科技有限公司和杭州搜影科技有限公司纳入公司合并报表范围所致。,"预增	","4.14亿	","2018-10-26	"
202363,佛燃股份,2911,normal,企业,"预计2017年1-6月归属于上市公司股东的净利润约为16300万元,比上年同期增加353%左右	","1.63亿	","353%		","1.2017年1-6月,公司按照年度经营计划有序推进各项工作,整体经营情况良好,主营业务保持稳健发展。2.报告期内,公司通过深圳证券交易所大宗交易平台出售浙江众合科技股份有限公司股票共计12,440,993股,投资收益较上年同期大幅增加。","预增	","3595万	","2017-07-24	"
202364,联明股份,603006,normal,企业,"预计2016年1-12月归属于上市公司股东的净利润与上年相比无重大变化	","-	","-	","截至本上市公告书签署日,本行各项业务状况正常,未出现影响经营的重大不利因素。综合宏观环境、银行业发展及本行业绩增长情况,预计2016年全年营业收入、净利润与上年相比无重大变化。","续盈	","6.04亿	","2016-11-28	"
202365,山东华鹏,603021,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润盈利117,013.26万元左右,同比增长21.60%左右。	","11.70亿	","21.6%		","(一)主营业务影响。本期业绩预增的主要原因是受市场影响本期公司有机硅产品市场价格大幅增长,二甲基硅氧烷混合环体、高温胶、室温胶等产品售价同比增长约50%左右。","略增	","9.62亿	","2018-07-09	"
202366,美克家居,600337,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润为负。	","-	","-	","报告期内,公司管理层通过调整经营模式,提升运营效率,控制成本费用等措施,使日常运营成本、CDN费用、人力成本较同期有了大幅下降。但由于2015年时任管理层在未履行《公司法》、《公司章程》等法律法规规定的上市公司审批、审议、签署程序、乐视网未授权代理人签订合同背景下,作为签订合同人超越代理人权限签订合同,造成乐视体育、乐视云违规担保案,导致乐视网因此计提相关负债约98亿元,以至公司报告期内发生巨额亏损,且预计公司2019年全年累计归属于上市公司股东的净利润为负。","续亏	","-40.96亿	","2019-10-29	"
202367,安彩高科,600207,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:60,100万元-66,000万元,比上年同期增长:724.52%-805.47%	","6.01亿～6.60亿	","724.52%	～805.47%		","本期归属于上市公司股东的净利润较上年同期大幅增长,系受下述主要因素共同影响造成:(1)我爱我家房地产经纪已于2017年12月31日纳入本公司合并报表范围,我爱我家房地产经纪盈利状况较好,使本公司业绩大幅提升;(2)本公司与我爱我家房地产经纪完成本次重组后,品牌及知名度进一步提升,门店数量、相寓房管数量等增长较快,收入利润同比增长;(3)本公司及其子公司组织结构及流程优化,成本费用降低。","预增	","7289万	","2019-01-30	"
202368,智光电气,2169,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:3,900万元至4,400万元。	","-4400万～-3900万	","25.6%	～34.05%		","2019年前三季度公司业绩相对于去年同期上升,主要原因为报告期公司主营业务收入相比上年同期增加。","减亏	","-5914万	","2019-10-14	"
202369,宏达矿业,600532,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:75,204.56万元-95,714.90万元,同比下降30.00%-45.00%。	","7.52亿～9.57亿	","-45%	～-30%		","(1)公司启动并确立了“移动互联+人工智能”的未来发展战略,着力打造移动互联时代的核心技术竞争力。为实现新的战略发展目标,公司在中台、智能算法和大数据中心三个方向进行重点投入。上述战略发展需要一定时间的投入和积累;(2)受互联网金融服务业务市场环境变化的影响,公司将原互联网金融服务业务调整为金融科技服务业务。因此公司的短期业绩将面临一定的不利影响,但公司中长期的可持续发展能力有望得到进一步增强。","略减	","13.67亿	","2019-10-25	"
202370,国泰君安,601211,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:1,800万元至2,300万元。	","1800万～2300万	","162.9%	～180.38%		","报告期内,公司积极落实年度经营目标,有序开展各项业务,生产经营总体保持平稳,但受项目周期影响,部分项目无法按期结算;近年来收购的子公司尚处于整合阶段,业务开展未及预期,对上市公司整体业绩产生了一定的不利影响。2019年1—9月,公司预计非经常性损益对净利润的影响约为3,000万元,主要系政府回购全资子公司苏州普丽盛食品科技有限公司土地、厂房,实现资产处置收益所致;上年同期非经营性损益为57.91万元。","扭亏	","-2862万	","2019-10-14	"
202371,北京利尔,2392,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润亏损:10,000.00万元-15,000.00万元。	","-1.50亿～-1.00亿	","-2160.89%	～-1473.93%		","汽车行业表现不佳导致营业收入下降及盈利下降。个别客户经营恶化导致相关货款回收困难,预计出现坏账。因产品质量问题,须承担相关更换及返修费用。","首亏	","728万	","2019-10-28	"
202372,东音股份,2793,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:80,125.74万元-95,387.78万元,比上年同期增长:5.00%-25.00%。	","8.01亿～9.54亿	","5%	～25%		",业绩平稳增长。,"略增	","7.63亿	","2018-10-30	"
202373,京东方Ａ,725,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:1,959.76万元至2,743.66万元,同比上年下降:30%至50%。	","1960万～2744万	","-50%	～-30%		","1、受国际经济环境影响,公司客户订单变动较大,造成部分区域收入下降。2、受相关政策调整影响,公司经营成本有所增长。3、报告期内,预计公司2019年前三季度归属于上市公司股东的非经常性损益约为1887万元(主要是财政补贴收入),较去年同期增长约690万元。","略减	","3920万	","2019-10-10	"
202374,杭州高新,300478,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:45,727.37万元至55,889.01万元,同比上年增长:294.04%至381.61%。	","4.57亿～5.59亿	","294.04%	～381.61%		","2019年前三季度证券市场行情回暖,交易活跃。在此市场行情下,公司稳步推进各项业务发展。本报告期,公司证券经纪业务、自营业务、投资银行业务较上年同期均实现大幅增长,归属于上市公司股东的净利润较上年同期大幅增长。","预增	","1.16亿	","2019-10-15	"
202375,银河磁体,300127,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利390,900万元,同比上年增长51.69%。	","39.09亿	","51.69%		","2017年,公司积极应对外部经营环境变化,坚持“稳中求进”的工作总基调,强化基础能力建设、巩固传统优势业务、深入推进精准营销、加快业务产品创新,实现业务规模的较快增长与盈利水平的大幅提升。营业收入同比增加10.44亿元,主要由于:1.资产规模实现较大幅度增长,且吸收客户存款对规模增长形成了稳定资金支撑;2.稳健发展信贷业务,发放贷款和垫款实现稳步增长;3.进一步优化资产负债结构,加大债券等投资配置,该类投资规模较大增长。","预增	","25.77亿	","2018-01-30	"
202376,江苏舜天,600287,normal,企业,"预计2017年1-3月归属于上市公司股东的净利润盈利:15,000万元至17,000万元,比上年同期增长:173%-209%	","1.50亿～1.70亿	","173%	～209%		",(一)2017年第一季度业绩较2016年第一季度同比增加主要系2016年第一季度《问道手游》尚未开始商业化运营。(二)2017年第一季度业绩较2016年第四季度环比增加主要系成本费用下降。,"预增	","5496万	","2017-04-13	"
202377,金种子酒,600199,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润较上年同期可能明显增长。	","-	","-	","2018年首三季度,公司继续落实提速降费国家政策,并从7月1日起取消手机国内流量“漫游”费,通过上半年提前部署,深化流量经营,优化产品资费并积极推广大流量套餐,促进用户平滑过渡,努力以薄利多销促进多赢,减缓了取消手机国内流量“漫游”费对第三季度移动主营业务收入下降的压力。同时,公司坚持深入落实聚焦创新合作战略,全面推进“五新”联通建设,互联网化运营步伐逐步加快,混改红利初步显现,发展速度、质量和效益明显提升。今年第四季度,市场竞争可能周期性加剧,公司将积极应对挑战,持之以恒深化聚焦创新合作战略,加快“五新”联通建设,加快释放改革红利,全面提升公司综合竞争实力;适度加大创新业务及创新人才建设的投入,积极培育未来增长引擎,全力推动公司高质量、可持续发展。预计公司2018年全年归属于母公司的净利润较上年同期可能明显增长。","预增	","4.26亿	","2018-10-23	"
202378,德尔股份,300473,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润与上年同期相比将会发生大幅上升。	","-	","-	","因子公司HOFUKI进入破产托管程序后公司不再控制,2018年度报告期公司全额计提了1.55亿英镑的长期股权投资减值损失(约人民币13.85亿),同时全额计提了对HOFUKI其他应收款坏账损失4.91亿元。公司预计年初至下一报告期期末累计的净利润与上年同期相比将会发生大幅上升。","不确定	","-8.86亿	","2019-10-31	"
202379,华创阳安,600155,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年不确定。	","-	","-	","基于公司ICT运营管理业务季节性变动趋势、手游板块运营整体平稳、物联网及人工智能创新业务签约、项目实施与收入确认等工作在有序推进,公司力争2019年度归属于上市公司股东的净利润较2018年度保持平稳。对公司前期并购形成的商誉,公司会在每年年终进行商誉减值测试,并根据减值测试结果决定是否计提商誉减值准备,目前测试工作尚未正式开展,减值结果将依据第三方评估结果确定。如果本年末,经测试对商誉计提减值准备,可能会对公司2019年度经营业绩产生重大影响。","不确定	","8025万	","2019-10-30	"
202380,北大医药,788,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:21,000万元至25,000万元,同比上年增长:7.91%至28.46%。	","2.10亿～2.50亿	","7.91%	～28.46%		","本次预告较上年同期归属于母公司净利润上升,其中预计非经常性损益对净利润的影响为1,300万元—1,900万元(注:上年同期非经常性净损益为1,686.00万元),对业绩产生影响的因素主要有:募投项目逐步投产后,产能增加,募投新池窑采用国际先进工艺,生产效率显著提升,成本持续降低,子公司天马集团业绩提升等综合因素业绩得以提升。","略增	","1.95亿	","2019-10-14	"
202381,合兴包装,2228,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:12,616.74万元至14,608.86万元,同比上年增长:90%至120%。	","1.26亿～1.46亿	","90%	～120%		","1、公司不断优化业务结构,与去年同期相比,本期公司新增磷矿石贸易收入及运费收入,为营业收入带来新的增长点;2、报告期内,公司按照年度经营计划积极开展各项工作,积极应对市场和政策环境等变化,生产经营业务有序推进,费用管控持续优化,公司盈利水平保持增长。","预增	","6640万	","2019-10-12	"
202382,宏达股份,600331,normal,企业,"预测公司2008年半年度实现净利润较去年同期增长将超过50%。	","0	","50%		",-,"预增	","3584万	","2008-04-12	"
202383,赞宇科技,2637,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:2,000万元至3,000万元。	","2000万～3000万	","113.95%	～120.93%		","1、报告期内,铝产品产销量同比增加,营业收入增加。2、报告期内,预焙阳极、煤炭、氧化铝、电等主要原材料价格同比有所下降。3、报告期内,套期保值公允价值变动盈利1458万元。4、公司加大对费用控制管理,期间费用同比减少。","扭亏	","-1.43亿	","2019-10-12	"
202384,春秋航空,601021,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:13,000.00万元-16,000.00万元	","1.30亿～1.60亿	","305.91%	～353.42%		","公司综合考虑正在执行的工程设计、工程总承包等项目的工程进度、收入确认和相关资产减值计提等情况,对2018年度业绩做出以上预计。","扭亏	","-6314万	","2018-10-23	"
202385,龙洲股份,2682,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:4,962.19万元-7,443.28万元,同比增长0.00%-50.00%。	","4962万～7443万	","0%	～50%		","受益于大健康消费需求的增长以及公司各项经营管理措施的有效驱动,公司稳步推进年初确定的经营计划,预计2018年度公司整体经营情况与去年相比会稳步增长。","略增	","4962万	","2018-10-30	"
202386,中视传媒,600088,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润盈利为134,021.16万元-152,511.16万元,同比上年同期增长45%-65%。	","13.40亿～15.25亿	","45%	～65%		","(一)公司循环经济产业链进一步完善,主要产品的产销量、价格较上年同期有所增加,产品毛利率进一步提高,预计公司2018年半年度主要产品贡献的净利润较上年同期增加32,590万元到47,580万元;(二)公司战略投资的金融企业进入稳定发展的良性阶段,预计2018年半年度按权益法核算参股公司投资收益总体较上年同期增加9,000万元到12,500万元。","预增	","9.24亿	","2018-07-14	"
202387,瑞丰高材,300243,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润为14,315.07万元-19,315.07万元,同比增加232%-348%。	","1.43亿～1.93亿	","232%	～348%		",上年比较基数较小。,"预增	","4315万	","2019-01-31	"
202388,恒基达鑫,2492,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:27,000万元至35,000万元。	","-3.50亿～-2.70亿	","-534.59%	～-389.54%		","因营运资金紧张,公司主要业务受到较大影响,营业收入下降较为明显,导致经营利润亏损。另因子公司富顺光电科技股份有限公司涉及诉讼纠纷,业务停产,基于谨慎性原则,公司拟对部分资产计提大额资产减值准备。","增亏	","-5515万	","2019-10-15	"
202389,英威腾,2334,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:3,713.83万元至4,233.83万元,同比上年下降:4.36%至16.11%。	","3714万～4234万	","-16.11%	～-4.36%		","公司2019年1月1日至9月30日归属于上市公司股东的净利润比上年同期下降,主要原因是:一方面公司计提股权激励相关的员工服务费用较上年同期增加约317万;另一方面公司供应链运营中心建设导致物业租金费用较上年同期增加约167万。预计2019年1月1日至9月30日非经常性损益对公司净利润的影响金额约为680.00万元。","略减	","4427万	","2019-10-14	"
202390,中国宝安,9,normal,企业,"预计2019年1-3月归属于上市公司股东的净利润亏损约994万元至663万元,比上年同期增长:4.94%至36.63%	","-994万～-663万	","4.94%	～36.63%		","公司于2018年6月5日实施了2017年度权益分派方案,以公司2017年12月31日总股本409,460,479股为基数,以资本公积金向全体股东每10股转增5股,权益分派后总股本增至614,190,718股。股份变动对基本每股收益的影响:基本每股收益股本变动前股本变动后2019年一季度亏损:0.0243元/股至0.0162元/股亏损:0.0162元/股至0.0108元/股2018年一季度亏损:0.0255元/股亏损:0.0170元/股2.公司预测2019年第一季度的净利润为亏损,主要原因为:①公司所属IEEInternationalElectronicsandEngineeringS.A.(以下简称“IEE公司”)受部分市场和客户表现低于预期以及季节性影响导致亏损;预计IEE公司将在第二季度扭亏为盈。②公司环保业务由于行业市场竞争激励,同时材料价格上涨和运维成本增加,导致利润下降。","减亏	","-1046万	","2019-04-15	"
